title,description,datetime,category,source,link
Third-party contractor software exploited in attack on HHS data,An official with the Health and Human Services Department said attackers gained access to data by exploiting a major vulnerability found in the popular MOVEit file transfer service.,2023-07-05 13:00:00-04:00,Tech,GovExec,http://www.govexec.com/technology/2023/07/third-party-contractor-software-exploited-attack-hhs-data/388187/
Critical cyber threats persist on federal networks despite recent directives,"Hundreds of devices on federal networks remain in apparent violation of a recent Binding Operational Directive from the Cybersecurity and Infrastructure Security Agency, according to a new report.",2023-06-29 11:49:00-04:00,Tech,GovExec,http://www.govexec.com/technology/2023/06/critical-cyber-threats-persist-federal-networks-despite-recent-directives/388089/
There’s something DHS can do to help civilian agencies fight cyberattacks,The Homeland Security Department has the power to do a lot more than just issue words of warning.,2023-06-21 10:52:05-04:00,Tech,GovExec,http://www.govexec.com/technology/2023/06/theres-something-dhs-can-do-help-civilian-agencies-fight-cyberattacks/387721/
Navy divers begin search and underwater survey in Maui,The Defense Department now has 572 people supporting relief efforts after devastating fires.,2023-08-25 12:00:00-04:00,Defense,GovExec,http://www.govexec.com/defense/2023/08/navy-divers-begin-search-and-underwater-survey-maui/389746/
Meet the tiny State Department offices clearing billions of dollars’ worth of weapons for Ukraine,They’ve handled a 150-fold increase in work by doing in hours what used to take months.,2023-08-25 10:28:00-04:00,Defense,GovExec,http://www.govexec.com/defense/2023/08/meet-tiny-state-department-offices-clearing-billions-dollars-worth-weapons-ukraine/389744/
"Despite major reform to military justice system, Navy still leaves public in dark",A new law enacts sweeping changes to make prosecutions for serious offenses like sexual assault or murder more fair. The Navy is still fighting a ProPublica lawsuit to make those court cases public.,2023-08-24 14:00:00-04:00,Defense,GovExec,http://www.govexec.com/defense/2023/08/despite-major-reform-military-justice-system-navy-still-leaves-public-dark/389704/
"Women face misogyny, barriers to promotion in special operations forces, US Army study says",The “very small percentage” of respondents who espoused such views included officers and senior enlisted leaders.,2023-08-22 09:42:00-04:00,Defense,GovExec,http://www.govexec.com/defense/2023/08/women-face-misogyny-barriers-promotion-special-operations-forces-us-army-study-says/389612/
Army launches the second phase of its ad campaign amid recruiting slump,New ads continue Army’s focus on the needs of Gen-Z.,2023-08-22 06:00:00-04:00,Defense,GovExec,http://www.govexec.com/defense/2023/08/army-launches-second-phase-ad-campaign-amid-recruiting-slump/389566/
Hundreds of Defense personnel supporting Maui recovery efforts,"Death toll in the devastating wildfires has risen to 111, with more than 1,000 people still missing.",2023-08-18 11:00:00-04:00,Defense,GovExec,http://www.govexec.com/defense/2023/08/hundreds-defense-personnel-supporting-maui-recovery-efforts-DOD/389534/
What military sexual-assault victims think of the new way cases are prosecuted,President Biden signed an executive order last month that removes legal decision-making authority from commanders for most serious crimes.,2023-08-14 12:00:00-04:00,Defense,GovExec,http://www.govexec.com/defense/2023/08/what-sexual-assault-victims-think-new-way-cases-are-prosecuted/389376/
"PACT Act in one year aided 340,000 ailing veterans and survivors, Biden says","The act expands health care eligibility for up to 3.5 million post-9/11 veterans, and for those who served during the Vietnam and Cold War eras.",2023-08-13 15:00:00-04:00,Defense,GovExec,http://www.govexec.com/defense/2023/08/pact-act-one-year-aided-340000-ailing-veterans-and-survivors-biden-says/389353/
VA extends PACT Act filing deadline after website glitches,The Veterans Affairs Department is giving eligible veterans an extra week to announce their intention to submit claims under a law that expands benefits for exposure to toxic substances.,2023-08-10 14:33:00-04:00,Defense,GovExec,http://www.govexec.com/defense/2023/08/va-extends-pact-act-filing-deadline-after-website-glitches/389310/
"'High volume’ of last-minute PACT Act submissions caused tech glitches, VA says",Veterans Affairs Secretary Denis McDonough stressed that no veteran or survivor who received an error message “will miss out on a single day of benefits due to this issue.”,2023-08-10 06:00:00-04:00,Defense,GovExec,http://www.govexec.com/defense/2023/08/high-volume-last-minute-pact-act-submissions-caused-tech-issues-va-says/389283/
Pioneering study links testicular cancer among military personnel to ‘forever chemicals’,"A new federal study for the first time shows a direct association between PFOS, a PFAS chemical, found in the blood of thousands of military personnel and testicular cancer.",2023-08-09 15:36:31-04:00,Defense,GovExec,http://www.govexec.com/defense/2023/08/pioneering-study-links-testicular-cancer-among-military-personnel-forever-chemicals/389270/
Women and LGBTQ+ veterans say VA facilities ‘weren’t built with us in mind’,"Women veterans are less likely to go to Veterans Affairs hospitals for health care due to harassment, stigma and a lack of resources and services.",2023-08-07 13:00:00-04:00,Defense,GovExec,http://www.govexec.com/defense/2023/08/women-and-lgbtq-veterans-say-va-facilities-werent-built-us-mind/389166/
Army is now the 2nd service without a Senate-confirmed leader,"At the “relinquishment of authority” ceremony, senior military leadership blasted Sen. Tuberville’s hold on nominations.",2023-08-07 11:57:00-04:00,Defense,GovExec,http://www.govexec.com/defense/2023/08/army-now-2nd-service-without-senate-confirmed-leader/389168/
1/4 of DOD cyber jobs are vacant. Here's the plan to fill them,"Civilian cyber workers are the main challenge, as it's harder for DOD to attract and keep them.",2023-08-07 06:00:00-04:00,Defense,GovExec,http://www.govexec.com/defense/2023/08/pentagon-lays-out-plan-boost-its-cyber-workforce/389141/
"Veterans exposed to burn pits, toxins urged to apply for retroactive benefits","Nearly a year ago, President Joe Biden signed the PACT Act, a law supporters describe as the largest expansion of veteran benefits in U.S. history.",2023-08-04 15:00:00-04:00,Defense,GovExec,http://www.govexec.com/defense/2023/08/veterans-exposed-burn-pits-toxins-urged-apply-retroactive-benefits/389139/
"Tuberville’s protest is putting stress on units, Pentagon says",The number of unfilled positions has risen to about 300.,2023-08-02 09:08:00-04:00,Defense,GovExec,http://www.govexec.com/defense/2023/08/tubervilles-protest-putting-stress-units-pentagon-says/389045/
Biden to reverse Trump decision to move Space Command to Alabama,The decision to keep the command at its current home in Colorado will surely enrage Alabama politicians.,2023-08-01 11:00:00-04:00,Defense,GovExec,http://www.govexec.com/defense/2023/08/biden-reverse-trump-decision-move-space-command-alabama/389007/
"Military nominees still stalled by Tuberville hold, with Senate gone until September",Vacancies raise concerns about military readiness.,2023-07-31 14:00:00-04:00,Defense,GovExec,http://www.govexec.com/defense/2023/07/military-nominees-still-stalled-tuberville-hold-senate-gone-until-september/388970/
Pentagon’s termination of MyTravel program receives bipartisan criticism,"The Pentagon’s reasons for reverting back to its legacy Defense Travel System after seven months “don’t add up,” according to Rep. Nancy Mace, R-S.C.",2023-07-28 11:35:00-04:00,Defense,GovExec,http://www.govexec.com/defense/2023/07/pentagons-termination-mytravel-program-receives-bipartisan-criticism/388935/
Biden picks Gen. David Allvin to be the next Air Force top officer,The general is the service’s vice chief of staff.,2023-07-27 06:00:00-04:00,Defense,GovExec,http://www.govexec.com/defense/2023/07/biden-picks-allvin-be-next-air-force-top-officer/388837/
Biden selects NSA veteran as national cyber director nominee,White House officials named former National Security Agency official Harry Coker Jr. as the nominee to replace former National Cyber Director Chris Inglis amid the ongoing implementation of the new National Cyber Strategy.,2023-07-26 13:00:00-04:00,Defense,GovExec,http://www.govexec.com/defense/2023/07/biden-selects-nsa-veteran-national-cyber-director-nominee/388840/
"US power grid faces escalating cyber threats, infrastructure experts warn","The power grid is experiencing heightened threats from foreign adversaries and domestic extremist groups that can pose devastating consequences for the nation’s supply of electricity, experts told a House subcommittee on Tuesday.",2023-07-21 14:00:00-04:00,Defense,GovExec,http://www.govexec.com/defense/2023/07/us-power-grid-faces-escalating-cyber-threats-infrastructure-experts-warn/388723/
Leading the Defense Counterintelligence and Security Agency may be a job no one wants – but it’s an important one,"COMMENTARY | “It’s vitally important that the Defense Department onboard the right person for the job, to continue to keep the workforce stabilized and growing,” writes one observer.",2023-07-20 12:24:16-04:00,Defense,GovExec,http://www.govexec.com/defense/2023/07/leading-defense-counterintelligence-security-agency-job-no-one-wants-important-one/388682/
"Intel leaders, White House argue for keeping digital spy powers",Agencies have less than six months to convince a divided Congress to re-up an expiring warrantless surveillance authority.,2023-07-17 14:00:00-04:00,Defense,GovExec,http://www.govexec.com/defense/2023/07/intel-leaders-white-house-make-case-keep-digital-spy-powers/388565/
"Senator blocks Marine confirmation, leaving Corps with an acting commandant","Gen. David Berger relinquished his position hours before the motion, handing authorities over to Assistant Commandant Gen. Eric Smith.",2023-07-11 14:00:00-04:00,Defense,GovExec,http://www.govexec.com/defense/2023/07/marines-without-confirmed-commandant-after-sen-tuberville-objects-motion/388365/
6 places where federal employees actually work in swamps,A tour of government-owned wetlands.,2023-08-25 06:00:00-04:00,Workforce,GovExec,http://www.govexec.com/workforce/2023/08/6-places-where-federal-employees-actually-work-swamp/389553/
"Despite hiring efforts, 92% of VA facilities report severe nursing shortages","While the department has made strides filling vacancies, VA's health care centers are struggling to find candidates in occupations across their workforces.",2023-08-22 16:25:27-04:00,Workforce,GovExec,http://www.govexec.com/workforce/2023/08/despite-hiring-efforts-92-va-facilities-report-severe-nursing-shortages/389632/
Nation’s largest federal employee union endorses O'Malley to lead Social Security,"News of the American Federation of Government Employees’ support for former Maryland Gov. Martin O'Malley, Biden’s pick to lead the embattled agency, comes amid a détente between the union and management, whose relationship has been acrimonious in recent years.",2023-08-21 15:40:40-04:00,Workforce,GovExec,http://www.govexec.com/workforce/2023/08/nations-largest-federal-employee-union-endorses-martin-omalley-lead-social-security/389584/
"National security needs ‘whole people,’  not perfect people","COMMENTARY | The whole person concept is one of the most critical elements of the security clearance process, and one of the most vitally important ones to improving communication around mental health and wellness, writes one observer.",2023-08-21 06:00:00-04:00,Workforce,GovExec,http://www.govexec.com/workforce/2023/08/national-security-needs-whole-people-not-perfect-people/389543/
"Using special funding and authorities, some agencies are finding big success in growing their workforces",The Biden administration is growing some workforces to previously unseen levels.,2023-08-17 17:14:03-04:00,Workforce,GovExec,http://www.govexec.com/workforce/2023/08/using-special-funding-and-authorities-some-agencies-are-finding-big-success-growing-their-workforces/389515/
Bill to ban agencies from deducting union dues from feds’ paychecks pushed in House,"Unions say the measure is designed not to help workers, but rather to interfere with their decision whether to join a labor organization.",2023-08-17 15:45:11-04:00,Workforce,GovExec,http://www.govexec.com/workforce/2023/08/bill-ban-agencies-deducting-union-dues-feds-paychecks-pushed-house/389511/
The federal government’s primary internship program is getting its first update in a decade,The Office of Personnel Management will propose regulations Wednesday governing the federal government’s Pathways Programs to make it more appealing for potential applicants and easier for agencies to use as a recruitment tool.,2023-08-15 09:00:00-04:00,Workforce,GovExec,http://www.govexec.com/workforce/2023/08/federal-governments-primary-internship-program-getting-its-first-update-decade/389398/
Study: Mental health stigmas persist throughout the security clearance process,A new report from Leidos finds that mental health perceptions hurt pipelines of talent into the intelligence community.,2023-08-15 06:00:00-04:00,Workforce,GovExec,http://www.govexec.com/workforce/2023/08/study-mental-health-stigmas-persist-throughout-security-clearance-process/389377/
Republicans push for hiring freeze at the Education Department,The department has yet to recover from the significant workforce losses is sustained under President Trump.,2023-08-11 15:16:14-04:00,Workforce,GovExec,http://www.govexec.com/workforce/2023/08/republicans-push-hiring-freeze-education/389354/
Retiring NTEU president reflects on three decades in organized labor,Tony Reardon on Thursday handed the reins of the National Treasury Employees Union to newly elected national president Doreen Greenwald.,2023-08-10 15:39:13-04:00,Workforce,GovExec,http://www.govexec.com/workforce/2023/08/retiring-nteu-president-reflects-three-decades-organized-labor/389313/
"In battle with federal employee union, Biden fights to preserve the debt ceiling",The Biden administration is arguing that federal workers do not have standing in the case and it should therefore be thrown out.,2023-08-08 16:39:38-04:00,Workforce,GovExec,http://www.govexec.com/workforce/2023/08/battle-federal-employee-union-biden-fights-preserve-debt-ceiling/389232/
"VA, AFGE celebrate ‘best union contract’ in federal government","After six years of often acrimonious negotiations, the Veterans Affairs Department and the nation’s largest federal employee union on Tuesday signed a new collective bargaining agreement.",2023-08-08 16:19:35-04:00,Workforce,GovExec,http://www.govexec.com/workforce/2023/08/va-afge-celebrate-best-union-contract-federal-government/389228/
"D.C.-area feds told to leave offices by 3 p.m., ahead of storms","All federal employees in the Washington region who commuted for in-person work on Monday must leave two hours early, OPM said.",2023-08-07 14:59:30-04:00,Workforce,GovExec,http://www.govexec.com/workforce/2023/08/opm-early-dismissal-dc-area-feds-ahead-storms/389185/
White House calls on agencies to 'aggressively' reduce telework this fall,Chief of Staff Jeff Zients instructed agencies to focus on executing plans to increase in-person work in September and October.,2023-08-07 13:10:00-04:00,Workforce,GovExec,http://www.govexec.com/workforce/2023/08/white-house-calls-telework-reductions-agencies-fall/389173/
The missing piece of the puzzle for advancing Biden’s racial equity executive order,"COMMENTARY | Chances of success are drastically reduced without a unified data system, two experts argue.",2023-08-07 06:00:00-04:00,Workforce,GovExec,http://www.govexec.com/workforce/2023/08/missing-piece-puzzle-advancing-bidens-racial-equity-executive-order/389054/
Cannabis users could become feds under bipartisan House bill,The legislation also would allow federal job applicants who were previously denied positions or security clearances over marijuana usage dating back to 2008 to have those decisions reviewed under the newly proposed policy.,2023-08-02 15:08:39-04:00,Workforce,GovExec,http://www.govexec.com/workforce/2023/08/bipartisan-house-bill-would-allow-cannabis-users-become-feds/389060/
House Republicans question the SEC’s hiring and pay practices,The chairman of the House Oversight and Accountability Committee wants to know more about the agency’s use of a program designed to bring on skilled hires for short-term rotations.,2023-08-01 16:51:22-04:00,Workforce,GovExec,http://www.govexec.com/workforce/2023/08/house-republicans-question-secs-hiring-and-pay-practices/389034/
Biden administration to spend $100M-plus to restore jobs or offer payments to employees improperly fired,The settlement agreement resolves an issue that arose during the Trump administration.,2023-07-31 14:31:54-04:00,Workforce,GovExec,http://www.govexec.com/workforce/2023/07/biden-administration-spend-100m-restore-jobs-or-offer-payments-employees-improperly-fired/388972/
What the United States can learn from Australia’s recent catastrophic failure to listen to career government experts,"COMMENTARY | A hastily launched 2016 program to reduce overpayment of government benefits was plagued by “unfairness, probable illegality and cruelty,” an Australian commission later found.",2023-07-31 06:00:00-04:00,Workforce,GovExec,http://www.govexec.com/workforce/2023/07/united-states-learn-australias-catastrophic-failure-listen-career-government-experts/388879/
TSA employees are finally earning similar wages to most other federal workers,"Officials on Thursday celebrated the arrival of an up-to-30% pay raise for Transportation Security Administration employees this week, but warned that House spending plans could derail recent progress.",2023-07-27 14:36:29-04:00,Workforce,GovExec,http://www.govexec.com/workforce/2023/07/tsa-employees-are-finally-earning-similar-wages-most-other-federal-workers/388897/
Measure to hasten firing of VA employees advances,The Biden administration has warned the new procedures are unnecessary and would only complicate the disciplinary process.,2023-07-26 14:05:05-04:00,Workforce,GovExec,http://www.govexec.com/workforce/2023/07/measure-hasten-firing-va-employees-advances/388844/
"The Senior Executive Service is becoming less white and male, but still lags behind the rest of the federal workforce",Lack of diversity in the government's top ranks has been an issue for decades.,2023-07-25 17:00:00-04:00,Workforce,GovExec,http://www.govexec.com/workforce/2023/07/senior-executive-service-becoming-less-white-and-male-still-lags-behind-rest-federal-workforce/388806/
IRS announces the end of most surprise taxpayer visits,"The change, effective immediately, comes due to concern for the safety of IRS employees and to make it easier for taxpayers to identify potential scammers.",2023-07-24 15:19:07-04:00,Workforce,GovExec,http://www.govexec.com/workforce/2023/07/irs-announces-end-most-surprise-taxpayer-visits/388778/
FDA Head Robert Califf Battles Misinformation — Sometimes With Fuzzy Facts,Efforts to respond to or regulate misinformation are becoming a political problem.,2023-07-24 14:22:51-04:00,Workforce,GovExec,http://www.govexec.com/workforce/2023/07/fda-head-robert-califf-battles-misinformation-sometimes-fuzzy-facts/388770/
Biden asks Supreme Court to salvage a president’s right to issue federal workforce mandates,"The White House’s vaccine mandate is no longer in effect, but the Biden administration is worried about precedent.",2023-07-24 12:46:16-04:00,Workforce,GovExec,http://www.govexec.com/workforce/2023/07/biden-asks-supreme-court-salvage-presidents-right-issue-federal-workforce-mandates/388765/
"TSP contribution limits will increase again next year, consultants predict",This would mark the third straight year that the federal government’s 401(k)-style retirement savings plan and similar private sector programs see a boost in their annual contribution limits.,2023-08-25 15:17:30-04:00,Pay & Benefits,GovExec,http://www.govexec.com/pay-benefits/2023/08/tsp-contribution-limits-will-increase-again-next-year-consultants-predict/389755/
Solving the phased retirement puzzle,What can you expect in actual income?,2023-08-24 13:58:46-04:00,Pay & Benefits,GovExec,http://www.govexec.com/pay-benefits/2023/08/solving-phased-retirement-puzzle/389707/
Lawmakers urge OPM to expand FEHBP infertility coverage for LGBTQ+ feds,"A group of 30 congressional Democrats called out “outdated” gaps in how the federal government’s employer-sponsored health insurance program covers infertility treatments, particularly for employees in the LGBTQ+ community.",2023-08-23 15:51:02-04:00,Pay & Benefits,GovExec,http://www.govexec.com/pay-benefits/2023/08/lawmakers-urge-opm-expand-fehbp-infertility-coverage-lgbtq-feds/389669/
Do you know what your TSP is for?,"When you were first hired, your retirement benefit may have been described to you as a three-legged stool: pension, Social Security, and TSP savings. One financial planner advises feds not to shortchange the last leg.",2023-08-23 07:00:00-04:00,Pay & Benefits,GovExec,http://www.govexec.com/pay-benefits/2023/08/do-you-know-what-your-tsp/389585/
OPM clarifies pay rules for teleworkers who must travel during work,Guidance aimed at stipulating when employees must be paid for their travel to traditional work sites comes ahead of an expected push by agencies to increase the amount of “meaningful in-person work” this fall.,2023-08-22 16:00:59-04:00,Pay & Benefits,GovExec,http://www.govexec.com/pay-benefits/2023/08/opm-clarifies-pay-rules-teleworkers-who-must-travel-during-work/389633/
How phased retirement works,The ins and outs of a program that a lot of feds are curious about.,2023-08-17 15:00:00-04:00,Pay & Benefits,GovExec,http://www.govexec.com/pay-benefits/2023/08/how-phased-retirement-works/389498/
"Per diem rates for federal workers will increase this fall, GSA says","The standard lodging rate will jump by nearly $10 beginning in October, as the government continues to confront recent inflation.",2023-08-16 13:11:43-04:00,Pay & Benefits,GovExec,http://www.govexec.com/pay-benefits/2023/08/diem-rates-federal-workers-will-increase-fall-gsa-says/389466/
Choke points: Labor historian discusses how public-sector unions took hold,Private-sector union strategies and growth have helped public-sector unions and employees.,2023-08-16 07:00:00-04:00,Pay & Benefits,GovExec,http://www.govexec.com/pay-benefits/2023/08/choke-points-labor-historian-discusses-how-public-sector-unions-took-hold/389423/
Deadline approaches for Biden’s 5.2% pay raise plan,"The president must formalize his proposal to give federal employees their largest annual pay increase in more than 40 years by the end of this month, or automatic boosts to locality pay will kick in.",2023-08-15 16:15:56-04:00,Pay & Benefits,GovExec,http://www.govexec.com/pay-benefits/2023/08/deadline-approaches-bidens-52-pay-raise-plan/389434/
IVF coverage is available to veterans under VA insurance — if you’re heterosexual and married,"A lawsuit filed in federal court would push the agency to cover the treatment — the most effective form of assisted reproductive technology — for people who are single, or who are in LGBTQ+ relationships.",2023-08-14 15:00:00-04:00,Pay & Benefits,GovExec,http://www.govexec.com/pay-benefits/2023/08/ivf-coverage-available-veterans-under-va-insurance-if-youre-heterosexual-and-married/389389/
Labor Dept. will offer training on new rules to boost some federal contractors' wages,"Earlier this week, the Biden administration announced a major overhaul of regulations governing the compensation of construction workers on federally funded projects.",2023-08-11 16:47:54-04:00,Pay & Benefits,GovExec,http://www.govexec.com/pay-benefits/2023/08/labor-dept-will-offer-training-new-rules-boost-some-federal-contractors-wages/389361/
Reconsidering a reduced retirement,A further exploration of what’s known as MRA+10.,2023-08-10 15:00:00-04:00,Pay & Benefits,GovExec,http://www.govexec.com/pay-benefits/2023/08/reconsidering-reduced-retirement/389293/
Bill to alleviate federal pay compression introduced by House Dems,"The Pay Compression Relief Act would effectively allow General Schedule employees to receive annual increases to both basic and locality pay, even if they have already hit the federal pay cap.",2023-08-09 16:06:39-04:00,Pay & Benefits,GovExec,http://www.govexec.com/pay-benefits/2023/08/bill-alleviate-federal-pay-compression-introduced-house-dems/389273/
These 4 things must be paid before you get your federal pension monies,COMMENTARY |  One financial planner says it's best to head into retirement with your eyes open.,2023-08-09 07:00:00-04:00,Pay & Benefits,GovExec,http://www.govexec.com/pay-benefits/2023/08/these-4-things-must-be-paid-you-get-your-federal-pension/389222/
"The ‘future is at risk’ for government’s biggest civilian payroll provider, study finds","The National Finance Center — a part of the Agriculture Department — provides payroll services for over 170 agencies, but a lot of them aren’t happy with the services they’re getting.",2023-08-08 11:00:31-04:00,Pay & Benefits,GovExec,http://www.govexec.com/pay-benefits/2023/08/future-risk-governments-biggest-civilian-payroll-provider-study-finds/389209/
"IRS needs to significantly ramp up use of bonus pay incentives, IG says","To meet its ambitious staffing goals, watchdog says IRS must start doling out cash.",2023-08-07 16:44:00-04:00,Pay & Benefits,GovExec,http://www.govexec.com/pay-benefits/2023/08/irs-needs-significantly-ramp-use-bonus-pay-incentives-ig-says/389194/
Split in U.S. House GOP raises potential for government shutdown this fall,The stalemate stems from disagreement about how much the government should spend and whether bills should be filled with far-right policy objectives.,2023-08-04 13:58:34-04:00,Pay & Benefits,GovExec,http://www.govexec.com/pay-benefits/2023/08/split-us-house-gop-raises-potential-government-shutdown-fall/389138/
When you need to get the most out of your benefits: part three,The final installment in a series about dealing with serious situations.,2023-08-03 15:00:00-04:00,Pay & Benefits,GovExec,http://www.govexec.com/pay-benefits/2023/08/when-you-need-get-most-out-your-benefits-part-three/389095/
"Bill aims to reinstate tax deduction for fed union dues, and more",Pay and benefits updates you may have missed.,2023-08-02 12:00:00-04:00,Pay & Benefits,GovExec,http://www.govexec.com/pay-benefits/2023/08/bill-aims-reinstate-tax-deduction-fed-union-dues-and-more/389046/
Some of the biggest regrets of retiring federal employees,"COMMENTARY | As they face the realities of life, retirement, and getting older, some federal employees have shared a few regrets with financial planner Dallen Haws.",2023-08-02 07:00:00-04:00,Pay & Benefits,GovExec,http://www.govexec.com/pay-benefits/2023/08/some-biggest-regrets-retiring-federal-employees/389035/
Most TSP funds continued their upward trend in July,Only one of the portfolios in the federal government’s 401(k)-style retirement savings program ended last month in the red.,2023-08-01 13:44:10-04:00,Pay & Benefits,GovExec,http://www.govexec.com/pay-benefits/2023/08/most-tsp-funds-continued-their-upward-trend-july/389014/
A basic flaw in the federal pay system,"COMMENTARY | The system wasn’t designed to be competitive with the private sector, and that’s a problem in today’s job market.",2023-08-01 06:00:00-04:00,Pay & Benefits,GovExec,http://www.govexec.com/pay-benefits/2023/08/basic-flaw-federal-pay-system/388975/
When you need to get the most out of your benefits: part two,The second in a series about dealing with serious situations.,2023-07-27 15:00:00-04:00,Pay & Benefits,GovExec,http://www.govexec.com/pay-benefits/2023/07/when-you-need-get-most-out-your-benefits-part-two/388875/
Military Survivor Annuity Program finally offers long-promised open season to choose new beneficiaries,"Some retired service members say they are either outright denied or given an impossible runaround when they try to update their elections, but Defense agency pushes back on those allegations.",2023-07-26 14:44:01-04:00,Pay & Benefits,GovExec,http://www.govexec.com/pay-benefits/2023/07/military-survivor-annuity-program-finally-offers-long-promised-open-season-choose-new-beneficiaries/388829/
"Dental and vision benefits are now open to many part-time, temporary and seasonal federal employees","A rule finalized Tuesday makes nearly 200,000 additional federal employees, including postal workers, eligible to enroll in the Federal Employees Dental and Vision Insurance Program.",2023-07-25 14:56:35-04:00,Pay & Benefits,GovExec,http://www.govexec.com/pay-benefits/2023/07/dental-and-vision-benefits-are-now-open-more-feds/388808/
"With Days Until Feds Could Miss Paychecks, White House and Republicans Inch Closer to Averting a Default",The gap between the two sides is narrowing.,2023-05-25 18:05:30-04:00,Management,GovExec,https://www.govexec.com/management/2023/05/days-until-feds-could-miss-paychecks-white-house-and-republicans-inch-closer-averting-default/386812/
The People Behind the Federal Spending Cut Dilemmas,"Before slashing federal jobs, lawmakers should think about the mission voters would like the government to perform.",2023-05-25 11:00:00-04:00,Management,GovExec,https://www.govexec.com/management/2023/05/people-behind-federal-spending-cut-dilemmas/386774/
"Debt Ceiling Furloughs Are Unconstitutional, Union Will Argue Before Court Next Week",The lawsuit seeks to force the Biden administration to take unilateral action to avoid a default.,2023-05-24 16:56:37-04:00,Management,GovExec,https://www.govexec.com/management/2023/05/debt-ceiling-furloughs-are-unconstitutional-union-will-argue-court-next-week/386753/
"A Federal Agency Budget Freeze Seems Likely at a Minimum, as Debt Deal Remains Elusive",The contours of a deal are taking shape even as negotiators say they remain divided with less than 10 days until potential furloughs or missed paychecks for feds.,2023-05-23 16:54:36-04:00,Management,GovExec,https://www.govexec.com/management/2023/05/federal-agencies-appear-headed-least-budget-freeze-debt-deal-remains-elusive/386700/
DHS Releases its First Body Worn Camera Policy,This follows requirements from an executive order President Biden issued last year on police accountability.,2023-05-23 14:23:14-04:00,Management,GovExec,https://www.govexec.com/management/2023/05/dhs-releases-its-first-body-worn-camera-policy/386686/
Lawmakers Have Questions About Online Passport Renewal,Members of Congress are hearing it from constituents on long waits to renew passports and want more info about an online option.,2023-05-23 11:30:00-04:00,Management,GovExec,https://www.govexec.com/management/2023/05/lawmakers-have-questions-about-online-passport-renewal/386675/
"Don't Pay Members of Congress if There’s a Default or Shutdown, New Bill Says","This bipartisan bill is a “no brainer,” said one of the co-sponsors.",2023-05-22 14:01:35-04:00,Management,GovExec,https://www.govexec.com/management/2023/05/new-bill-no-pay-members-congress-if-theres-default-or-shutdown/386632/
Talks on a Spending and Debt Deal Come to a Halt,"As negotiators look to avoid delaying paychecks for feds, Republicans say they hit pause on negotiations.",2023-05-19 13:55:56-04:00,Management,GovExec,https://www.govexec.com/management/2023/05/talks-spending-debt-deal-come-halt/386577/
Coronavirus Roundup: The Future of the OSHA Standard to Protect Healthcare Workers from COVID is Unclear,There’s a lot to keep track of. Here’s a list of this week’s news updates and stories you may have missed.,2023-05-19 12:56:40-04:00,Management,GovExec,https://www.govexec.com/management/2023/05/coronavirus-roundup-future-osha-standard-protect-healthcare-workers-covid-unclear/386575/
It’s Time to Rethink Degree Requirements for Federal Contractors,Outdated mandates that job candidates have 4-year educational degrees create barriers to getting the best people on the job.,2023-05-19 06:00:00-04:00,Management,GovExec,https://www.govexec.com/management/2023/05/its-time-rethink-degree-requirements-federal-contractors/386471/
Want More Good Ideas from Your Workers? Try Giving Them a Reward – and a Choice,A recent study found that offering workers a choice of what type of reward they would like for offering good suggestions increased the volume of submissions and their creativity too.,2023-05-18 21:00:00-04:00,Management,GovExec,https://www.govexec.com/management/2023/05/want-more-good-ideas-your-workers-try-giving-them-reward-and-choice/386430/
What Public Health Lessons Need to Be Learned from the COVID Crisis?,Dr. Richard Stone joins the podcast to discuss his book and running VHA during the early part of the coronavirus pandemic.,2023-05-18 05:50:00-04:00,Management,GovExec,https://www.govexec.com/management/2023/05/what-public-health-lessons-need-be-learned-covid-crisis/386489/
Passport Bottleneck Is Holding up International Travel by Americans Eager to See the World as COVID-19 Eases,Precautions taken in response to COVID-19 explain some but not all of the recent long delays in getting a passport.,2023-05-17 19:00:00-04:00,Management,GovExec,https://www.govexec.com/management/2023/05/passport-bottleneck-holding-international-travel-americans-eager-see-world-covid-19-eases/386427/
DeJoy Defends His Legacy to Congress Even as He Acknowledges USPS is Falling Short of Goals,The postmaster general leaves workforce cuts and major operational changes on the table as the Postal Service confronts unforeseen headwinds to financial stability.,2023-05-17 15:16:51-04:00,Management,GovExec,https://www.govexec.com/management/2023/05/dejoy-defends-legacy-acknowledges-usps-falling-short-goals/386482/
Old Guns Could Find a New Home With Federal Law Enforcement Officers Under a New Bil,"Supporters say the bill, which the House approved on Wednesday evening, will save the federal government millions of dollars.",2023-05-17 14:14:10-04:00,Management,GovExec,https://www.govexec.com/management/2023/05/old-guns-could-find-new-home-federal-law-enforcement-officers-under-bill-house/386474/
Mental Health Statistics Reveal a Crisis in America,County officials are asking Congress for more funding and to change a pair of Medicaid rules that will allow governments to provide more mental health services.,2023-05-17 08:00:00-04:00,Management,GovExec,https://www.govexec.com/management/2023/05/mental-health-statistics-reveal-crisis-america/386401/
"With Just Weeks Until Potential Furloughs, Biden and McCarthy Hold 'Productive' Debt Talks",White House and congressional leaders conceded they remain significantly divided on key issues.,2023-05-16 17:59:09-04:00,Management,GovExec,https://www.govexec.com/management/2023/05/potential-furloughs-biden-and-mccarthy-productive-debt-talks/386446/
